city_name,country_iso_code,country_name,region_1_iso_code,region_1_name,region_2_iso_code,region_2_name
Tapalqué,AR,Argentina,B,Buenos Aires,,
Temperley,AR,Argentina,B,Buenos Aires,,
Tigre,AR,Argentina,B,Buenos Aires,,
Todd,AR,Argentina,B,Buenos Aires,,
Tornquist,AR,Argentina,B,Buenos Aires,,
Tortuguitas,AR,Argentina,B,Buenos Aires,,
Treinta de Agosto,AR,Argentina,B,Buenos Aires,,
Trenque Lauquen,AR,Argentina,B,Buenos Aires,,
Tres Arroyos,AR,Argentina,B,Buenos Aires,,
Tres Lomas,AR,Argentina,B,Buenos Aires,,
Tres de Febrero,AR,Argentina,B,Buenos Aires,,
Troncos del Talar,AR,Argentina,B,Buenos Aires,,
Trujui,AR,Argentina,B,Buenos Aires,,
Urdampilleta,AR,Argentina,B,Buenos Aires,,
Valentín Alsina,AR,Argentina,B,Buenos Aires,,
Valeria del Mar,AR,Argentina,B,Buenos Aires,,
Vedia,AR,Argentina,B,Buenos Aires,,
Veinticinco de Mayo,AR,Argentina,B,Buenos Aires,,
Verónica,AR,Argentina,B,Buenos Aires,,
Vicente López,AR,Argentina,B,Buenos Aires,,
Victoria,AR,Argentina,B,Buenos Aires,,
Villa Adelina,AR,Argentina,B,Buenos Aires,,
Villa Angelica,AR,Argentina,B,Buenos Aires,,
Villa Ballester,AR,Argentina,B,Buenos Aires,,
Villa Bosch,AR,Argentina,B,Buenos Aires,,
Villa Domínico,AR,Argentina,B,Buenos Aires,,
Villa Eduardo Madero,AR,Argentina,B,Buenos Aires,,
Villa Elisa,AR,Argentina,B,Buenos Aires,,
Villa Elvira,AR,Argentina,B,Buenos Aires,,
Villa Francia,AR,Argentina,B,Buenos Aires,,
Villa Gesell,AR,Argentina,B,Buenos Aires,,
Villa Iris,AR,Argentina,B,Buenos Aires,,
Villa José León Suárez,AR,Argentina,B,Buenos Aires,,
Villa La Florida,AR,Argentina,B,Buenos Aires,,
Villa Luzuriaga,AR,Argentina,B,Buenos Aires,,
Villa Lynch,AR,Argentina,B,Buenos Aires,,
Villa Maipú,AR,Argentina,B,Buenos Aires,,
Villa Martelli,AR,Argentina,B,Buenos Aires,,
Villa Raffo,AR,Argentina,B,Buenos Aires,,
Villa Ramallo,AR,Argentina,B,Buenos Aires,,
Villa Rosa,AR,Argentina,B,Buenos Aires,,
Villa San Andrés,AR,Argentina,B,Buenos Aires,,
Villa Tesei,AR,Argentina,B,Buenos Aires,,
Villa de Mayo,AR,Argentina,B,Buenos Aires,,
Villalonga,AR,Argentina,B,Buenos Aires,,
Virrey del Pino,AR,Argentina,B,Buenos Aires,,
Virreyes,AR,Argentina,B,Buenos Aires,,
Vivoratá,AR,Argentina,B,Buenos Aires,,
Warnes,AR,Argentina,B,Buenos Aires,,
Wilde,AR,Argentina,B,Buenos Aires,,
William C. Morris,AR,Argentina,B,Buenos Aires,,
Zelaya,AR,Argentina,B,Buenos Aires,,
Zárate,AR,Argentina,B,Buenos Aires,,
Almagro,AR,Argentina,C,Buenos Aires F.D.,,
Balvanera,AR,Argentina,C,Buenos Aires F.D.,,
Barracas,AR,Argentina,C,Buenos Aires F.D.,,
Belgrano,AR,Argentina,C,Buenos Aires F.D.,,
Buenos Aires,AR,Argentina,C,Buenos Aires F.D.,,
Montserrat,AR,Argentina,C,Buenos Aires F.D.,,
Palermo,AR,Argentina,C,Buenos Aires F.D.,,
Puerto Madero,AR,Argentina,C,Buenos Aires F.D.,,
Retiro,AR,Argentina,C,Buenos Aires F.D.,,
Saavedra,AR,Argentina,C,Buenos Aires F.D.,,
San Nicolas,AR,Argentina,C,Buenos Aires F.D.,,
San Telmo,AR,Argentina,C,Buenos Aires F.D.,,
Versalles,AR,Argentina,C,Buenos Aires F.D.,,
Villa Celina,AR,Argentina,C,Buenos Aires F.D.,,
Villa Lugano,AR,Argentina,C,Buenos Aires F.D.,,
Balde de los Torres,AR,Argentina,D,San Luis,,
Buena Esperanza,AR,Argentina,D,San Luis,,
El Chorrillo,AR,Argentina,D,San Luis,,
Justo Daract,AR,Argentina,D,San Luis,,
La Toma,AR,Argentina,D,San Luis,,
Merlo,AR,Argentina,D,San Luis,,
Quines,AR,Argentina,D,San Luis,,
San Francisco del Monte de Oro,AR,Argentina,D,San Luis,,
San Luis,AR,Argentina,D,San Luis,,
Tilisarao,AR,Argentina,D,San Luis,,
Villa Mercedes,AR,Argentina,D,San Luis,,
Aldea María Luisa,AR,Argentina,E,Entre Rios,,
Basavilbaso,AR,Argentina,E,Entre Rios,,
Bovril,AR,Argentina,E,Entre Rios,,
Chajarí,AR,Argentina,E,Entre Rios,,
Colón,AR,Argentina,E,Entre Rios,,
Concepción del Uruguay,AR,Argentina,E,Entre Rios,,
Concordia,AR,Argentina,E,Entre Rios,,
Crespo,AR,Argentina,E,Entre Rios,,
Diamante,AR,Argentina,E,Entre Rios,,
Faustino M. Parera,AR,Argentina,E,Entre Rios,,
Federación,AR,Argentina,E,Entre Rios,,
Federal,AR,Argentina,E,Entre Rios,,
General Galarza,AR,Argentina,E,Entre Rios,,
Gobernador Mansilla,AR,Argentina,E,Entre Rios,,
Gualeguay,AR,Argentina,E,Entre Rios,,
Gualeguaychú,AR,Argentina,E,Entre Rios,,
Hasenkamp,AR,Argentina,E,Entre Rios,,
Ibicuy,AR,Argentina,E,Entre Rios,,
La Paz,AR,Argentina,E,Entre Rios,,
Larroque,AR,Argentina,E,Entre Rios,,
Libertador San Martín,AR,Argentina,E,Entre Rios,,
Lucas González,AR,Argentina,E,Entre Rios,,
Maciá,AR,Argentina,E,Entre Rios,,
María Grande,AR,Argentina,E,Entre Rios,,
Médanos,AR,Argentina,E,Entre Rios,,
Nogoyá,AR,Argentina,E,Entre Rios,,
Ombú,AR,Argentina,E,Entre Rios,,
Oro Verde,AR,Argentina,E,Entre Rios,,
Paraná,AR,Argentina,E,Entre Rios,,
Pronunciamiento,AR,Argentina,E,Entre Rios,,
Pueblo General Belgrano,AR,Argentina,E,Entre Rios,,
Pueblo Moreno,AR,Argentina,E,Entre Rios,,
Rosario del Tala,AR,Argentina,E,Entre Rios,,
San Benito,AR,Argentina,E,Entre Rios,,
San José,AR,Argentina,E,Entre Rios,,
San José de Feliciano,AR,Argentina,E,Entre Rios,,
San Salvador,AR,Argentina,E,Entre Rios,,
Santa Elena,AR,Argentina,E,Entre Rios,,
Sauce de Luna,AR,Argentina,E,Entre Rios,,
Seguí,AR,Argentina,E,Entre Rios,,
Ubajay,AR,Argentina,E,Entre Rios,,
Urdinarrain,AR,Argentina,E,Entre Rios,,
Viale,AR,Argentina,E,Entre Rios,,
Victoria,AR,Argentina,E,Entre Rios,,
Villa Clara,AR,Argentina,E,Entre Rios,,
Villa Elisa,AR,Argentina,E,Entre Rios,,
Villa General Ramírez,AR,Argentina,E,Entre Rios,,
Villa Hernandarias,AR,Argentina,E,Entre Rios,,
Villaguay,AR,Argentina,E,Entre Rios,,
Aimogasta,AR,Argentina,F,La Rioja,,
Chamical,AR,Argentina,F,La Rioja,,
Chilecito,AR,Argentina,F,La Rioja,,
Famatina,AR,Argentina,F,La Rioja,,
La Banda,AR,Argentina,F,La Rioja,,
La Rioja,AR,Argentina,F,La Rioja,,
Milagro,AR,Argentina,F,La Rioja,,
Olta,AR,Argentina,F,La Rioja,,
Villa Unión,AR,Argentina,F,La Rioja,,
Añatuya,AR,Argentina,G,Santiago del Estero,,
Bandera,AR,Argentina,G,Santiago del Estero,,
Colonia Dora,AR,Argentina,G,Santiago del Estero,,
El Zanjón,AR,Argentina,G,Santiago del Estero,,
Estación Robles,AR,Argentina,G,Santiago del Estero,,
Fernández,AR,Argentina,G,Santiago del Estero,,
Frías,AR,Argentina,G,Santiago del Estero,,
Ingeniero Forres,AR,Argentina,G,Santiago del Estero,,
La Banda,AR,Argentina,G,Santiago del Estero,,
La Costa,AR,Argentina,G,Santiago del Estero,,
La Magdalena,AR,Argentina,G,Santiago del Estero,,
Laprida,AR,Argentina,G,Santiago del Estero,,
Las Lomitas,AR,Argentina,G,Santiago del Estero,,
Los Juríes,AR,Argentina,G,Santiago del Estero,,
Monte Quemado,AR,Argentina,G,Santiago del Estero,,
Quimilí,AR,Argentina,G,Santiago del Estero,,
San Nicolás,AR,Argentina,G,Santiago del Estero,,
Santiago del Estero,AR,Argentina,G,Santiago del Estero,,
Selva,AR,Argentina,G,Santiago del Estero,,
Sumampa,AR,Argentina,G,Santiago del Estero,,
Taco Pozo,AR,Argentina,G,Santiago del Estero,,
Termas de Río Hondo,AR,Argentina,G,Santiago del Estero,,
Villa La Punta,AR,Argentina,G,Santiago del Estero,,
Villa San Martín,AR,Argentina,G,Santiago del Estero,,
Avia Terai,AR,Argentina,H,Chaco,,
Barranqueras,AR,Argentina,H,Chaco,,
Campo Largo,AR,Argentina,H,Chaco,,
Charata,AR,Argentina,H,Chaco,,
Colonia Elisa,AR,Argentina,H,Chaco,,
Coronel Du Graty,AR,Argentina,H,Chaco,,
Corzuela,AR,Argentina,H,Chaco,,
Fontana,AR,Argentina,H,Chaco,,
General José de San Martín,AR,Argentina,H,Chaco,,
Güemes,AR,Argentina,H,Chaco,,
Juan José Castelli,AR,Argentina,H,Chaco,,
La Escondida,AR,Argentina,H,Chaco,,
La Leonesa,AR,Argentina,H,Chaco,,
La Matanza,AR,Argentina,H,Chaco,,
La Pampa,AR,Argentina,H,Chaco,,
La Picada,AR,Argentina,H,Chaco,,
Las Breñas,AR,Argentina,H,Chaco,,
Las Flores,AR,Argentina,H,Chaco,,
Las Garcitas,AR,Argentina,H,Chaco,,
Las Vertientes,AR,Argentina,H,Chaco,,
Los Quirquinchos,AR,Argentina,H,Chaco,,
Machagai,AR,Argentina,H,Chaco,,
Maipú,AR,Argentina,H,Chaco,,
Makallé,AR,Argentina,H,Chaco,,
Margarita Belén,AR,Argentina,H,Chaco,,
Monte Quemado,AR,Argentina,H,Chaco,,
Pampa del Indio,AR,Argentina,H,Chaco,,
Pampa del Infierno,AR,Argentina,H,Chaco,,
Presidencia Roque Sáenz Peña,AR,Argentina,H,Chaco,,
Puerto Tirol,AR,Argentina,H,Chaco,,
Quitilipi,AR,Argentina,H,Chaco,,
Resistencia,AR,Argentina,H,Chaco,,
Río Muerto,AR,Argentina,H,Chaco,,
San Bernardo,AR,Argentina,H,Chaco,,
San Manuel,AR,Argentina,H,Chaco,,
Santa Sylvina,AR,Argentina,H,Chaco,,
Timbo,AR,Argentina,H,Chaco,,
Villa Berthet,AR,Argentina,H,Chaco,,
Villa Ángela,AR,Argentina,H,Chaco,,
Albardón,AR,Argentina,J,San Juan,,
Caucete,AR,Argentina,J,San Juan,,
Chimbas,AR,Argentina,J,San Juan,,
Paso de Ferreyra,AR,Argentina,J,San Juan,,
Pocito,AR,Argentina,J,San Juan,,
San Juan,AR,Argentina,J,San Juan,,
Villa Aberastain,AR,Argentina,J,San Juan,,
Villa El Salvador,AR,Argentina,J,San Juan,,
Villa Krause,AR,Argentina,J,San Juan,,
Villa Media Agua,AR,Argentina,J,San Juan,,
Adolfo E. Carranza,AR,Argentina,K,Catamarca,,
Andalgalá,AR,Argentina,K,Catamarca,,
Belén,AR,Argentina,K,Catamarca,,
Catamarca,AR,Argentina,K,Catamarca,,
Chumbicha,AR,Argentina,K,Catamarca,,
Fiambalá,AR,Argentina,K,Catamarca,,
Icaño,AR,Argentina,K,Catamarca,,
La Merced,AR,Argentina,K,Catamarca,,
Recreo,AR,Argentina,K,Catamarca,,
San Isidro,AR,Argentina,K,Catamarca,,
San José,AR,Argentina,K,Catamarca,,
Santa María,AR,Argentina,K,Catamarca,,
Sumalao,AR,Argentina,K,Catamarca,,
Tinogasta,AR,Argentina,K,Catamarca,,
Abramo,AR,Argentina,L,La Pampa,,
Alpachiri,AR,Argentina,L,La Pampa,,
Alta Italia,AR,Argentina,L,La Pampa,,
Anguil,AR,Argentina,L,La Pampa,,
Bernardo Larroudé,AR,Argentina,L,La Pampa,,
Bernasconi,AR,Argentina,L,La Pampa,,
Caleufú,AR,Argentina,L,La Pampa,,
Catriló,AR,Argentina,L,La Pampa,,
Colonia Barón,AR,Argentina,L,La Pampa,,
Colonia Santa María,AR,Argentina,L,La Pampa,,
Conhelo,AR,Argentina,L,La Pampa,,
Doblas,AR,Argentina,L,La Pampa,,
Eduardo Castex,AR,Argentina,L,La Pampa,,
Embajador Martini,AR,Argentina,L,La Pampa,,
General Acha,AR,Argentina,L,La Pampa,,
General Pico,AR,Argentina,L,La Pampa,,
General San Martín,AR,Argentina,L,La Pampa,,
Guatraché,AR,Argentina,L,La Pampa,,
Hidalgo,AR,Argentina,L,La Pampa,,
Hucal,AR,Argentina,L,La Pampa,,
Ingeniero Luiggi,AR,Argentina,L,La Pampa,,
Intendente Alvear,AR,Argentina,L,La Pampa,,
Jacinto Aráuz,AR,Argentina,L,La Pampa,,
La Adela,AR,Argentina,L,La Pampa,,
Lonquimay,AR,Argentina,L,La Pampa,,
Macachín,AR,Argentina,L,La Pampa,,
Miguel Riglos,AR,Argentina,L,La Pampa,,
Parera,AR,Argentina,L,La Pampa,,
Perú,AR,Argentina,L,La Pampa,,
Quemú Quemú,AR,Argentina,L,La Pampa,,
Rancul,AR,Argentina,L,La Pampa,,
Realicó,AR,Argentina,L,La Pampa,,
Río Colorado,AR,Argentina,L,La Pampa,,
Santa Isabel,AR,Argentina,L,La Pampa,,
Santa Rosa,AR,Argentina,L,La Pampa,,
Telén,AR,Argentina,L,La Pampa,,
Toay,AR,Argentina,L,La Pampa,,
Trenel,AR,Argentina,L,La Pampa,,
Veinticinco de Mayo,AR,Argentina,L,La Pampa,,
Victorica,AR,Argentina,L,La Pampa,,
Winifreda,AR,Argentina,L,La Pampa,,
Bowen,AR,Argentina,M,Mendoza,,
Buena Nueva,AR,Argentina,M,Mendoza,,
Colonia Alvear,AR,Argentina,M,Mendoza,,
Costa de Araujo,AR,Argentina,M,Mendoza,,
Estación Uspallata,AR,Argentina,M,Mendoza,,
Eugenio Bustos,AR,Argentina,M,Mendoza,,
Fray Luis Beltrán,AR,Argentina,M,Mendoza,,
General Alvear,AR,Argentina,M,Mendoza,,
Godoy Cruz,AR,Argentina,M,Mendoza,,
Jaime Prats,AR,Argentina,M,Mendoza,,
Junín,AR,Argentina,M,Mendoza,,
La Consulta,AR,Argentina,M,Mendoza,,
La Paz,AR,Argentina,M,Mendoza,,
Las Catitas,AR,Argentina,M,Mendoza,,
Las Heras,AR,Argentina,M,Mendoza,,
Luján de Cuyo,AR,Argentina,M,Mendoza,,
Luzuriaga,AR,Argentina,M,Mendoza,,
Maipú,AR,Argentina,M,Mendoza,,
Malargüe,AR,Argentina,M,Mendoza,,
Medrano,AR,Argentina,M,Mendoza,,
Mendoza,AR,Argentina,M,Mendoza,,
Palmira,AR,Argentina,M,Mendoza,,
Ranquil,AR,Argentina,M,Mendoza,,
Rivadavia,AR,Argentina,M,Mendoza,,
Rodeo de la Cruz,AR,Argentina,M,Mendoza,,
Rodeo del Medio,AR,Argentina,M,Mendoza,,
San Carlos,AR,Argentina,M,Mendoza,,
San Francisco del Monte,AR,Argentina,M,Mendoza,,
San Guillermo,AR,Argentina,M,Mendoza,,
San Martín,AR,Argentina,M,Mendoza,,
San Rafael,AR,Argentina,M,Mendoza,,
Santa Rosa,AR,Argentina,M,Mendoza,,
Tunuyán,AR,Argentina,M,Mendoza,,
Tupungato,AR,Argentina,M,Mendoza,,
Villa Nueva,AR,Argentina,M,Mendoza,,
Villa Tulumaya,AR,Argentina,M,Mendoza,,
Vista Flores,AR,Argentina,M,Mendoza,,
Andresito,AR,Argentina,N,Misiones,,
Apóstoles,AR,Argentina,N,Misiones,,
Aristóbulo del Valle,AR,Argentina,N,Misiones,,
Bernardo de Irigoyen,AR,Argentina,N,Misiones,,
Campo Grande,AR,Argentina,N,Misiones,,
Campo Viera,AR,Argentina,N,Misiones,,
Candelaria,AR,Argentina,N,Misiones,,
Capioví,AR,Argentina,N,Misiones,,
Colonia Wanda,AR,Argentina,N,Misiones,,
De Mayo,AR,Argentina,N,Misiones,,
Dos de Mayo,AR,Argentina,N,Misiones,,
El Soberbio,AR,Argentina,N,Misiones,,
Garupá,AR,Argentina,N,Misiones,,
Helvecia,AR,Argentina,N,Misiones,,
Jardín América,AR,Argentina,N,Misiones,,
Leandro N. Alem,AR,Argentina,N,Misiones,,
Montecarlo,AR,Argentina,N,Misiones,,
Oberá,AR,Argentina,N,Misiones,,
Posadas,AR,Argentina,N,Misiones,,
Puerto Argentino,AR,Argentina,N,Misiones,,
Puerto Eldorado,AR,Argentina,N,Misiones,,
Puerto Esperanza,AR,Argentina,N,Misiones,,
Puerto Iguazú,AR,Argentina,N,Misiones,,
Puerto Libertad,AR,Argentina,N,Misiones,,
Puerto Piray,AR,Argentina,N,Misiones,,
Puerto Rico,AR,Argentina,N,Misiones,,
San Antonio,AR,Argentina,N,Misiones,,
San Ignacio,AR,Argentina,N,Misiones,,
San Javier,AR,Argentina,N,Misiones,,
San Pedro,AR,Argentina,N,Misiones,,
San Vicente,AR,Argentina,N,Misiones,,
Santa Ana,AR,Argentina,N,Misiones,,
Santa María,AR,Argentina,N,Misiones,,
Text corpus,AR,Argentina,N,Misiones,,
Veinticinco de Mayo,AR,Argentina,N,Misiones,,
Clorinda,AR,Argentina,P,Formosa,,
El Colorado,AR,Argentina,P,Formosa,,
Estanislao del Campo,AR,Argentina,P,Formosa,,
Formosa,AR,Argentina,P,Formosa,,
Palo Santo,AR,Argentina,P,Formosa,,
Pirané,AR,Argentina,P,Formosa,,
San Hilario,AR,Argentina,P,Formosa,,
Aluminé,AR,Argentina,Q,Neuquen,,
Andacollo,AR,Argentina,Q,Neuquen,,
Añelo,AR,Argentina,Q,Neuquen,,
Buta Ranquil,AR,Argentina,Q,Neuquen,,
Centenario,AR,Argentina,Q,Neuquen,,
Chos Malal,AR,Argentina,Q,Neuquen,,
Confluencia,AR,Argentina,Q,Neuquen,,
Departamento de Confluencia,AR,Argentina,Q,Neuquen,,
Huilqui Menuco,AR,Argentina,Q,Neuquen,,
Junín de los Andes,AR,Argentina,Q,Neuquen,,
Las Lajas,AR,Argentina,Q,Neuquen,,
Loncopué,AR,Argentina,Q,Neuquen,,
Neuquén,AR,Argentina,Q,Neuquen,,
Picún Leufú,AR,Argentina,Q,Neuquen,,
Piedra del Águila,AR,Argentina,Q,Neuquen,,
Plaza Huincul,AR,Argentina,Q,Neuquen,,
Plottier,AR,Argentina,Q,Neuquen,,
San Martín de los Andes,AR,Argentina,Q,Neuquen,,
San Patricio del Chañar,AR,Argentina,Q,Neuquen,,
Senillosa,AR,Argentina,Q,Neuquen,,
Villa La Angostura,AR,Argentina,Q,Neuquen,,
Vista Alegre Norte,AR,Argentina,Q,Neuquen,,
Vista Alegre Sur,AR,Argentina,Q,Neuquen,,
Zapala,AR,Argentina,Q,Neuquen,,
Allen,AR,Argentina,R,Rio Negro,,
Bariloche,AR,Argentina,R,Rio Negro,,
Catriel,AR,Argentina,R,Rio Negro,,
Cervantes,AR,Argentina,R,Rio Negro,,
Chimpay,AR,Argentina,R,Rio Negro,,
Choele Choel,AR,Argentina,R,Rio Negro,,
Cinco Saltos,AR,Argentina,R,Rio Negro,,
Cipolletti,AR,Argentina,R,Rio Negro,,
Dina Huapi,AR,Argentina,R,Rio Negro,,
El Bolsón,AR,Argentina,R,Rio Negro,,
General Conesa,AR,Argentina,R,Rio Negro,,
General Fernández Oro,AR,Argentina,R,Rio Negro,,
General Roca,AR,Argentina,R,Rio Negro,,
Guardia Mitre,AR,Argentina,R,Rio Negro,,
Ingeniero Jacobacci,AR,Argentina,R,Rio Negro,,
Ingeniero Luis A. Huergo,AR,Argentina,R,Rio Negro,,
Lamarque,AR,Argentina,R,Rio Negro,,
Los Menucos,AR,Argentina,R,Rio Negro,,
Maquinchao,AR,Argentina,R,Rio Negro,,
Pomona,AR,Argentina,R,Rio Negro,,
San Antonio Oeste,AR,Argentina,R,Rio Negro,,
Sierra Colorada,AR,Argentina,R,Rio Negro,,
Sierra Grande,AR,Argentina,R,Rio Negro,,
Valcheta,AR,Argentina,R,Rio Negro,,
Viedma,AR,Argentina,R,Rio Negro,,
Villa Manzano,AR,Argentina,R,Rio Negro,,
Villa Regina,AR,Argentina,R,Rio Negro,,
Acebal,AR,Argentina,S,Santa Fe,,
Alejandra,AR,Argentina,S,Santa Fe,,
Arequito,AR,Argentina,S,Santa Fe,,
Armstrong,AR,Argentina,S,Santa Fe,,
Arroyo Seco,AR,Argentina,S,Santa Fe,,
Arrufó,AR,Argentina,S,Santa Fe,,
Arteaga,AR,Argentina,S,Santa Fe,,
Ataliva,AR,Argentina,S,Santa Fe,,
Avellaneda,AR,Argentina,S,Santa Fe,,
Barrancas,AR,Argentina,S,Santa Fe,,
Bernardo de Irigoyen,AR,Argentina,S,Santa Fe,,
Bigand,AR,Argentina,S,Santa Fe,,
Bustinza,AR,Argentina,S,Santa Fe,,
Calchaquí,AR,Argentina,S,Santa Fe,,
Capitán Bermúdez,AR,Argentina,S,Santa Fe,,
Carcarañá,AR,Argentina,S,Santa Fe,,
Carlos Pellegrini,AR,Argentina,S,Santa Fe,,
Casas,AR,Argentina,S,Santa Fe,,
Casilda,AR,Argentina,S,Santa Fe,,
Cañada Rosquín,AR,Argentina,S,Santa Fe,,
Cañada de Gómez,AR,Argentina,S,Santa Fe,,
Ceres,AR,Argentina,S,Santa Fe,,
Chabás,AR,Argentina,S,Santa Fe,,
Chapuy,AR,Argentina,S,Santa Fe,,
Chateaubriand,AR,Argentina,S,Santa Fe,,
Chañar Ladeado,AR,Argentina,S,Santa Fe,,
Chovet,AR,Argentina,S,Santa Fe,,
Colonia Margarita,AR,Argentina,S,Santa Fe,,
Coronda,AR,Argentina,S,Santa Fe,,
Coronel Bogado,AR,Argentina,S,Santa Fe,,
Correa,AR,Argentina,S,Santa Fe,,
Díaz,AR,Argentina,S,Santa Fe,,
Egusquiza,AR,Argentina,S,Santa Fe,,
El Trébol,AR,Argentina,S,Santa Fe,,
Elortondo,AR,Argentina,S,Santa Fe,,
Empalme Villa Constitución,AR,Argentina,S,Santa Fe,,
Esmeralda,AR,Argentina,S,Santa Fe,,
Esperanza,AR,Argentina,S,Santa Fe,,
Felicia,AR,Argentina,S,Santa Fe,,
Fighiera,AR,Argentina,S,Santa Fe,,
Firmat,AR,Argentina,S,Santa Fe,,
Francisco Paz,AR,Argentina,S,Santa Fe,,
Franck,AR,Argentina,S,Santa Fe,,
Fuentes,AR,Argentina,S,Santa Fe,,
Funes,AR,Argentina,S,Santa Fe,,
General Lagos,AR,Argentina,S,Santa Fe,,
Gobernador Crespo,AR,Argentina,S,Santa Fe,,
Granadero Baigorria,AR,Argentina,S,Santa Fe,,
Gálvez,AR,Argentina,S,Santa Fe,,
Helvecia,AR,Argentina,S,Santa Fe,,
Hersilia,AR,Argentina,S,Santa Fe,,
Hipatía,AR,Argentina,S,Santa Fe,,
Hughes,AR,Argentina,S,Santa Fe,,
Humberto Primero,AR,Argentina,S,Santa Fe,,
Ibarlucea,AR,Argentina,S,Santa Fe,,
Iriondo,AR,Argentina,S,Santa Fe,,
La Rubia,AR,Argentina,S,Santa Fe,,
Laguna Paiva,AR,Argentina,S,Santa Fe,,
Las Parejas,AR,Argentina,S,Santa Fe,,
Las Rosas,AR,Argentina,S,Santa Fe,,
Las Toscas,AR,Argentina,S,Santa Fe,,
Llambí Campbell,AR,Argentina,S,Santa Fe,,
Los Molinos,AR,Argentina,S,Santa Fe,,
Los Quirquinchos,AR,Argentina,S,Santa Fe,,
López,AR,Argentina,S,Santa Fe,,
Maciel,AR,Argentina,S,Santa Fe,,
Malabrigo,AR,Argentina,S,Santa Fe,,
Margarita,AR,Argentina,S,Santa Fe,,
María Juana,AR,Argentina,S,Santa Fe,,
María Susana,AR,Argentina,S,Santa Fe,,
María Teresa,AR,Argentina,S,Santa Fe,,
Melincué,AR,Argentina,S,Santa Fe,,
Monje,AR,Argentina,S,Santa Fe,,
Monte Vera,AR,Argentina,S,Santa Fe,,
Nelson,AR,Argentina,S,Santa Fe,,
Nicanor Molinas,AR,Argentina,S,Santa Fe,,
Oliveros,AR,Argentina,S,Santa Fe,,
Pavón,AR,Argentina,S,Santa Fe,,
Pavón Arriba,AR,Argentina,S,Santa Fe,,
Piamonte,AR,Argentina,S,Santa Fe,,
Pilar,AR,Argentina,S,Santa Fe,,
Plaza Clucellas,AR,Argentina,S,Santa Fe,,
Puerto San Martín,AR,Argentina,S,Santa Fe,,
Pujato,AR,Argentina,S,Santa Fe,,
Pérez,AR,Argentina,S,Santa Fe,,
Rafaela,AR,Argentina,S,Santa Fe,,
Ramona,AR,Argentina,S,Santa Fe,,
Reconquista,AR,Argentina,S,Santa Fe,,
Recreo,AR,Argentina,S,Santa Fe,,
Ricardone,AR,Argentina,S,Santa Fe,,
Roldán,AR,Argentina,S,Santa Fe,,
Romang,AR,Argentina,S,Santa Fe,,
Rosario,AR,Argentina,S,Santa Fe,,
Rufino,AR,Argentina,S,Santa Fe,,
Sa Pereyra,AR,Argentina,S,Santa Fe,,
Salto Grande,AR,Argentina,S,Santa Fe,,
San Bernardo,AR,Argentina,S,Santa Fe,,
San Carlos Centro,AR,Argentina,S,Santa Fe,,
San Carlos Sur,AR,Argentina,S,Santa Fe,,
San Cristóbal,AR,Argentina,S,Santa Fe,,
San Genaro,AR,Argentina,S,Santa Fe,,
San Gregorio,AR,Argentina,S,Santa Fe,,
San Guillermo,AR,Argentina,S,Santa Fe,,
San Javier,AR,Argentina,S,Santa Fe,,
San Jerónimo Norte,AR,Argentina,S,Santa Fe,,
San Jorge,AR,Argentina,S,Santa Fe,,
San José de la Esquina,AR,Argentina,S,Santa Fe,,
San José del Rincón,AR,Argentina,S,Santa Fe,,
San Justo,AR,Argentina,S,Santa Fe,,
San Lorenzo,AR,Argentina,S,Santa Fe,,
San Martín de las Escobas,AR,Argentina,S,Santa Fe,,
San Pedro,AR,Argentina,S,Santa Fe,,
San Vicente,AR,Argentina,S,Santa Fe,,
Sancti Spíritu,AR,Argentina,S,Santa Fe,,
Santa Clara de Buena Vista,AR,Argentina,S,Santa Fe,,
Santa Fe,AR,Argentina,S,Santa Fe,,
Santa Isabel,AR,Argentina,S,Santa Fe,,
Santo Tomé,AR,Argentina,S,Santa Fe,,
Sastre,AR,Argentina,S,Santa Fe,,
Sauce Viejo,AR,Argentina,S,Santa Fe,,
Serodino,AR,Argentina,S,Santa Fe,,
Suardi,AR,Argentina,S,Santa Fe,,
Sunchales,AR,Argentina,S,Santa Fe,,
Tacuarendí,AR,Argentina,S,Santa Fe,,
Teodelina,AR,Argentina,S,Santa Fe,,
Timbúes,AR,Argentina,S,Santa Fe,,
Tortugas,AR,Argentina,S,Santa Fe,,
Tostado,AR,Argentina,S,Santa Fe,,
Totoras,AR,Argentina,S,Santa Fe,,
Venado Tuerto,AR,Argentina,S,Santa Fe,,
Vera,AR,Argentina,S,Santa Fe,,
Vera y Pintado,AR,Argentina,S,Santa Fe,,
Vila,AR,Argentina,S,Santa Fe,,
Villa Amelia,AR,Argentina,S,Santa Fe,,
Villa Ana,AR,Argentina,S,Santa Fe,,
Villa Cañás,AR,Argentina,S,Santa Fe,,
Villa Constitución,AR,Argentina,S,Santa Fe,,
Villa Eloísa,AR,Argentina,S,Santa Fe,,
Villa Mugueta,AR,Argentina,S,Santa Fe,,
Villa Ocampo,AR,Argentina,S,Santa Fe,,
Villa Trinidad,AR,Argentina,S,Santa Fe,,
Wheelwright,AR,Argentina,S,Santa Fe,,
Zavalla,AR,Argentina,S,Santa Fe,,
Zenón Pereyra,AR,Argentina,S,Santa Fe,,
Álvarez,AR,Argentina,S,Santa Fe,,
